rank_priority,protocol_slug,protocol_name,defillama_url,category,chains,value_at_risk_usd,band_status,family_id,PRIORITY,LIKELIHOOD,ACTIONABILITY,family_evidence,learned_attack_surface,MATCH_SCORE,EVIDENCE_CONFIDENCE,evidence_level,repeat_victim_count,prior_hack_dates,surface_signals,conditions,preconditions_present,guards_found,prior_art_status,in_final
1744,unit-protocol,Unit Protocol,https://defillama.com/protocol/unit-protocol,CDP,Ethereum,258988.77,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.78,34.78,100.0,23.1,11.68,52.5,69.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1745,unit-protocol,Unit Protocol,https://defillama.com/protocol/unit-protocol,CDP,Ethereum,258988.77,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.78,34.78,100.0,23.1,11.68,52.5,69.0,L3_STATE,0,,on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only|single_chain,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1746,zerolend-lending,ZeroLend Lending,https://defillama.com/protocol/zerolend-lending,Lending,Linea|zkSync Era|Blast|Ethereum|Manta|Base,3903136.11,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.75,40.88,85.0,23.1,17.78,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1747,zerolend-lending,ZeroLend Lending,https://defillama.com/protocol/zerolend-lending,Lending,Linea|zkSync Era|Blast|Ethereum|Manta|Base,3903136.11,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.75,40.88,85.0,23.1,17.78,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1748,tidaldex,TidalDex,https://defillama.com/protocol/tidaldex,Dexs,Binance,70308.5,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.72,34.72,100.0,26.4,8.32,60,77.0,L3_STATE,0,,owner_is_contract|age_1_3y|no_audit_listed|on_bsc|authority_addrs_beyond_tvl|single_chain,,prior_version_still_callable|still_holds_value_or_authority|not_paused,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1749,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,34.68,34.68,100.0,11.25,23.43,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1750,kinza-finance,Kinza Finance,https://defillama.com/protocol/kinza-finance,Lending,Binance|Op_Bnb|Ethereum|Mantle,3277467.91,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.68,40.8,85.0,23.1,17.7,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1751,cakepie,Cakepie,https://defillama.com/protocol/cakepie,Yield,Binance,237912.01,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.68,34.68,100.0,18.7,15.98,42.5,69.0,L3_STATE,0,,owner_is_contract|is_proxy|has_2plus_audits|age_1_3y|on_bsc|authority_addrs_beyond_tvl|single_chain,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1752,kinza-finance,Kinza Finance,https://defillama.com/protocol/kinza-finance,Lending,Binance|Op_Bnb|Ethereum|Mantle,3277467.91,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.68,40.8,85.0,23.1,17.7,52.5,69.0,L3_STATE,0,,has_oracle_declared|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1753,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,BRIDGE-MESSAGE-NOT-BOUND-TO-SOURCE,34.68,34.68,100.0,11.25,23.43,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1754,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,AMM-POOL-RATIO-SKEW-EXTRACTION,34.68,34.68,100.0,11.25,23.43,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1755,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,SIG-DIGEST-AMBIGUOUS-OR-UNBOUND,34.68,34.68,100.0,11.25,23.43,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1756,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,34.68,34.68,100.0,11.25,23.43,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1757,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,PROOF-VERIFICATION-BYPASSED,34.68,34.68,100.0,11.25,23.43,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1758,pepeteam-bridge,PepeTeam Bridge,https://defillama.com/protocol/pepeteam-bridge,Bridge,Ethereum|Waves|Polygon|Binance|Tron,745485.1,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,34.68,34.68,100.0,11.25,23.43,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|multichain_gt3|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1759,rigoblock,Rigoblock,https://defillama.com/protocol/rigoblock,Onchain Capital Allocator,Arbitrum|Ethereum|Optimism|Base|Unichain|Binance,54699.21,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.68,34.68,100.0,18.7,15.98,42.5,69.0,L3_STATE,0,2022-02-18,has_oracle_declared|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|authority_addrs_beyond_tvl,,unprivileged_inbound_transfer_possible|live_value_exposed,,KNOWN_ISSUE_DEPLOYMENT_STATUS_UNKNOWN,NO
1760,derive-v1,Derive V1,https://defillama.com/protocol/derive-v1,Options,Ethereum|Arbitrum|Optimism,134672.68,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,34.67,34.67,100.0,11.25,23.42,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1761,derive-v1,Derive V1,https://defillama.com/protocol/derive-v1,Options,Ethereum|Arbitrum|Optimism,134672.68,IN_BAND,SETTLEMENT-EPOCH-BOUNDARY-CREDIT,34.67,34.67,100.0,11.25,23.42,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1762,derive-v1,Derive V1,https://defillama.com/protocol/derive-v1,Options,Ethereum|Arbitrum|Optimism,134672.68,IN_BAND,ACC-SPLIT-NONINVARIANT,34.67,34.67,100.0,11.25,23.42,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1763,derive-v1,Derive V1,https://defillama.com/protocol/derive-v1,Options,Ethereum|Arbitrum|Optimism,134672.68,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,34.67,34.67,100.0,11.25,23.42,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1764,derive-v1,Derive V1,https://defillama.com/protocol/derive-v1,Options,Ethereum|Arbitrum|Optimism,134672.68,IN_BAND,ACC-MULTI-PATH-CREDIT-DRIFT,34.67,34.67,100.0,11.25,23.42,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only,VERSION_SIBLING_LEGACY,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1765,azuro,Azuro,https://defillama.com/protocol/azuro,Prediction Market,Polygon|Base|Linea|Arbitrum|xDai|Chiliz,1435533.19,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.66,40.78,85.0,26.4,14.38,60,77.0,L3_STATE,0,,has_oracle_declared|unverified_implementation|multichain_gt3|single_audit_only,MULTICHAIN_VERSION_DRIFT,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1766,doubler,Doubler,https://defillama.com/protocol/doubler,Derivatives,Arbitrum|Manta,156764.29,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.63,34.63,100.0,23.1,11.53,52.5,69.0,L3_STATE,0,,owner_is_contract|age_1_3y|pricing_surface_undeclared|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1767,doubler,Doubler,https://defillama.com/protocol/doubler,Derivatives,Arbitrum|Manta,156764.29,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.63,34.63,100.0,23.1,11.53,52.5,69.0,L3_STATE,0,,owner_is_contract|age_1_3y|pricing_surface_undeclared|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1768,doubler,Doubler,https://defillama.com/protocol/doubler,Derivatives,Arbitrum|Manta,156764.29,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.63,34.63,100.0,23.1,11.53,52.5,69.0,L3_STATE,0,,owner_is_contract|age_1_3y|pricing_surface_undeclared|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1769,spectra-metavaults-outside-v2,Spectra MetaVaults Outside V2,https://defillama.com/protocol/spectra-metavaults-outside-v2,Onchain Capital Allocator,Base|Flare|Katana|Avalanche|Ethereum|Arbitrum,3562036.09,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.62,40.73,85.0,26.4,14.33,60,77.0,L3_STATE,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared,MULTICHAIN_VERSION_DRIFT,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1770,tau-labs,TAU Labs,https://defillama.com/protocol/tau-labs,Risk Curators,Base|Ethereum|Plasma|Flow,8297367.12,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.62,40.73,85.0,26.4,14.33,60,77.0,L3_STATE,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1771,cub-finance,Cub Finance,https://defillama.com/protocol/cub-finance,Farm,Binance,212149.2,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.61,34.61,100.0,18.13,16.48,41.2,69.0,L3_STATE,0,,owner_is_contract|owner_is_eoa|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1772,pancakeswap-stableswap,PancakeSwap StableSwap,https://defillama.com/protocol/pancakeswap-stableswap,Dexs,Binance|Arbitrum|Ethereum,3767511.21,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.59,40.7,85.0,26.4,14.3,60,77.0,L3_STATE,0,,owner_is_contract|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1773,harbor,Harbor,https://defillama.com/protocol/harbor,Yield,Ethereum|MegaETH,115456.0,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,34.58,34.58,100.0,18.13,16.45,41.2,69.0,L3_STATE,0,,age_under_1y|has_oracle_declared|on_ethereum|chain_hazard_ge2|single_audit_only,,live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1774,ledgity-yield,Ledgity Yield,https://defillama.com/protocol/ledgity-yield,Yield,Base|Ethereum|Linea|Arbitrum|Sonic,2530700.96,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.58,40.68,85.0,26.4,14.28,60,77.0,L3_STATE,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|authority_addrs_beyond_tvl,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1775,bitstable-finance,BitStable Finance,https://defillama.com/protocol/bitstable-finance,CDP,BounceBit|Bitcoin|Binance|Ethereum,57986.12,IN_BAND,AUTH-MISSING-ON-VALUE-MOVING-PATH,34.57,34.57,100.0,11.25,23.32,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|unverified_implementation|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1776,bitstable-finance,BitStable Finance,https://defillama.com/protocol/bitstable-finance,CDP,BounceBit|Bitcoin|Binance|Ethereum,57986.12,IN_BAND,ACC-SPLIT-NONINVARIANT,34.57,34.57,100.0,11.25,23.32,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|unverified_implementation|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1777,bitstable-finance,BitStable Finance,https://defillama.com/protocol/bitstable-finance,CDP,BounceBit|Bitcoin|Binance|Ethereum,57986.12,IN_BAND,ACC-ZERO-SUPPLY-INFLATION,34.57,34.57,100.0,11.25,23.32,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|unverified_implementation|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1778,bitstable-finance,BitStable Finance,https://defillama.com/protocol/bitstable-finance,CDP,BounceBit|Bitcoin|Binance|Ethereum,57986.12,IN_BAND,CALLDATA-CALLER-CONTROLLED-TARGET,34.57,34.57,100.0,11.25,23.32,45,69.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|unverified_implementation|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1779,bitstable-finance,BitStable Finance,https://defillama.com/protocol/bitstable-finance,CDP,BounceBit|Bitcoin|Binance|Ethereum,57986.12,IN_BAND,APPROVALS-TO-UPGRADEABLE-SPENDER,34.57,34.57,100.0,11.25,23.32,45,64.0,L1_ADAPTER,0,,owner_is_contract|is_proxy|unverified_implementation|multichain_gt3|age_1_3y|no_audit_listed|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|authority_addrs_beyond_tvl,AUTHORITY_ADDRESSES_BEYOND_TVL,_adapter_only|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1780,fyde-protocol,Fyde Protocol,https://defillama.com/protocol/fyde-protocol,Yield Aggregator,Ethereum,376264.24,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.57,34.57,100.0,18.7,15.87,42.5,69.0,L3_STATE,0,,owner_is_contract|has_oracle_declared|has_2plus_audits|age_1_3y|on_ethereum|chain_hazard_ge2|single_chain,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1781,xgld,XGLD,https://defillama.com/protocol/xgld,Stablecoin Wrapper,Binance|Base|Ethereum,11365299.56,IN_BAND,ACC-SIGN-OR-BOUND-CHECK-MISSING,34.53,57.55,60.0,36.9,20.65,73.8,90.4,L4_GUARD_REVIEW,0,,owner_is_contract|age_under_1y|on_ethereum|chain_hazard_ge2|on_bsc|single_audit_only,,src::unsafe_cross_sign_cast|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1782,tau-labs,TAU Labs,https://defillama.com/protocol/tau-labs,Risk Curators,Base|Ethereum|Plasma|Flow,8297367.12,IN_BAND,ACC-NAV-SHAREPRICE-MANIPULABLE,34.49,40.58,85.0,26.25,14.33,52.5,90.4,L4_GUARD_REVIEW,0,,age_under_1y|multichain_gt3|no_audit_listed|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared,,src::totalAssets_reads_balanceOf|live_pooled_depositor_value,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1783,nomiswap,Nomiswap,https://defillama.com/protocol/nomiswap,Dexs,Binance,1364610.32,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.49,40.58,85.0,26.4,14.18,60,77.0,L3_STATE,0,,owner_is_contract|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,prior_version_still_callable|still_holds_value_or_authority|not_paused,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1784,swamp-finance,Swamp Finance,https://defillama.com/protocol/swamp-finance,Yield,Binance,4301447.0,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.49,40.58,85.0,26.4,14.18,60,77.0,L3_STATE,0,,owner_is_contract|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1785,ellipsis-finance,Ellipsis Finance,https://defillama.com/protocol/ellipsis-finance,Dexs,Binance,1344533.49,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.49,40.58,85.0,26.4,14.18,60,77.0,L3_STATE,0,,owner_is_contract|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1786,aave-v1,Aave V1,https://defillama.com/protocol/aave-v1,Lending,Ethereum,7651606.23,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.48,40.57,85.0,26.4,14.17,60,77.0,L3_STATE,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|version_sibling_legacy|single_audit_only|single_chain,VERSION_SIBLING_LEGACY,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1787,horizondex,HorizonDEX,https://defillama.com/protocol/horizondex,Dexs,Linea|Base,73941.48,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.47,34.47,100.0,26.4,8.07,60,77.0,L3_STATE,0,,has_2plus_audits,,prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1788,altitude.fi,Altitude.Fi,https://defillama.com/protocol/altitude.fi,Lending,Ethereum,520833.91,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.45,34.45,100.0,18.7,15.75,42.5,69.0,L3_STATE,0,,is_proxy|has_oracle_declared|unverified_implementation|age_1_3y|on_ethereum|chain_hazard_ge2|single_audit_only|single_chain,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1789,anvil,Anvil,https://defillama.com/protocol/anvil,Collateral Management,Ethereum,9674729.84,IN_BAND,AUTH-IDENTITY-SATISFIABLE-BY-ATTACKER-CONTRACT,34.45,40.53,85.0,31.9,8.63,63.8,90.4,L4_GUARD_REVIEW,0,,has_2plus_audits|age_1_3y|on_ethereum|chain_hazard_ge2|single_chain,,src::erc1271_caller_supplied_signer|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1790,anvil,Anvil,https://defillama.com/protocol/anvil,Collateral Management,Ethereum,9674729.84,IN_BAND,HOOK-ZERO-VALUE-TRANSFER-TRIGGERS-ACCRUAL,34.45,40.53,85.0,31.9,8.63,63.8,90.4,L4_GUARD_REVIEW,0,,has_2plus_audits|age_1_3y|on_ethereum|chain_hazard_ge2|single_chain,,src::hook_zero_amount_unguarded|live_value_present|deployment_reachable_on_chain,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1791,venus-isolated-pools,Venus Isolated Pools,https://defillama.com/protocol/venus-isolated-pools,Lending,Binance|Ethereum|Arbitrum,1122519.65,IN_BAND,ORACLE-STALE-OR-SILENT-FALLBACK,34.44,40.52,85.0,23.1,17.42,52.5,69.0,L3_STATE,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1792,venus-isolated-pools,Venus Isolated Pools,https://defillama.com/protocol/venus-isolated-pools,Lending,Binance|Ethereum|Arbitrum,1122519.65,IN_BAND,ORACLE-SPOT-THIN-LIQUIDITY,34.44,40.52,85.0,23.1,17.42,52.5,69.0,L3_STATE,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,PRICING_SURFACE_UNDECLARED,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1793,venus-isolated-pools,Venus Isolated Pools,https://defillama.com/protocol/venus-isolated-pools,Lending,Binance|Ethereum|Arbitrum,1122519.65,IN_BAND,LIQUIDATION-ON-MANIPULABLE-VALUATION,34.44,40.52,85.0,23.1,17.42,52.5,69.0,L3_STATE,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1794,venus-isolated-pools,Venus Isolated Pools,https://defillama.com/protocol/venus-isolated-pools,Lending,Binance|Ethereum|Arbitrum,1122519.65,IN_BAND,ORACLE-VAULT-SHARE-RATE-AS-SPOT-PRICE,34.44,40.52,85.0,23.1,17.42,52.5,69.0,L3_STATE,0,,has_oracle_declared|on_ethereum|chain_hazard_ge2|on_bsc|pricing_surface_undeclared|single_audit_only,,value_decision_reads_configured_feed|live_positions_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1795,bakeryswap,BakerySwap,https://defillama.com/protocol/bakeryswap,Dexs,Binance,3913482.24,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.41,40.48,85.0,26.4,14.08,60,77.0,L3_STATE,0,,unverified_implementation|owner_is_eoa|on_bsc|authority_addrs_beyond_tvl|single_audit_only|single_chain,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1796,shift-protocol,Shift Protocol,https://defillama.com/protocol/shift-protocol,Onchain Capital Allocator,Arbitrum|Base|Ethereum,834205.4,IN_BAND,ACC-DONATION-UNACCOUNTED-BALANCE,34.4,34.4,100.0,18.7,15.7,42.5,69.0,L3_STATE,0,,age_under_1y|on_ethereum|chain_hazard_ge2|pricing_surface_undeclared|single_audit_only,,unprivileged_inbound_transfer_possible|live_value_exposed,,PRIOR_ART_SEARCH_INCOMPLETE,NO
1797,idex-classic,IDEX Classic,https://defillama.com/protocol/idex-classic,Dexs,Ethereum|Polygon|Binance,1381050.34,IN_BAND,UPGRADE-OLD-DEPLOYMENT-LIVE-AUTHORITY,34.4,40.47,85.0,26.4,14.07,60,77.0,L3_STATE,0,,has_2plus_audits|on_ethereum|chain_hazard_ge2|on_bsc,DEAD_FRONTEND_FUNDED,unmaintained_or_differing_code_path|prior_version_still_callable|still_holds_value_or_authority,,PRIOR_ART_SEARCH_INCOMPLETE,NO
